id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director
3199,Naked Amazon,Feitiço do Amazonas,Zygmunt Sulistrowski,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Naked_Amazon,https://en.wikipedia.org/w/index.php?title=Zygmunt_Sulistrowski&action=edit&redlink=1
3200,Neapolitan Carousel,Carosello napoletano,Ettore Giannini,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Neapolitan_Carousel,https://en.wikipedia.org/wiki/Ettore_Giannini
3201,Pamposh,N/A,Ezra Mir,N/A,0,cannes,1954,https://en.wikipedia.org/w/index.php?title=Pamposh&action=edit&redlink=1,https://en.wikipedia.org/wiki/Ezra_Mir
3202,Si mis campos hablaran,N/A,José Bohr,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Si_mis_campos_hablaran,https://en.wikipedia.org/wiki/Jos%C3%A9_Bohr
3203,Sira` Fi al-Wadi,N/A,Youssef Chahine,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Sira%60_Fi_al-Wadi,https://en.wikipedia.org/wiki/Youssef_Chahine
3204,Song of the Sea,O Canto do Mar,Alberto Cavalcanti,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Song_of_the_Sea_(1952_film),https://en.wikipedia.org/wiki/Alberto_Cavalcanti
3205,Stars of the Russian Ballet,Mastera russkogo baleta,Gerbert Rappaport,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Stars_of_the_Russian_Ballet,https://en.wikipedia.org/wiki/Gerbert_Rappaport
3206,Two Acres of Land,Do Bigha Zamin,Bimal Roy,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Two_Acres_of_Land,https://en.wikipedia.org/wiki/Bimal_Roy
3207,Windfall in Athens,Kyriakatiko xypnima,Michael Cacoyannis,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Windfall_in_Athens,https://en.wikipedia.org/wiki/Michael_Cacoyannis
3208,Bad Day at Black Rock,N/A,John Sturges,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Bad_Day_at_Black_Rock,https://en.wikipedia.org/wiki/John_Sturges
3209,Biraj Bahu,N/A,Bimal Roy,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Biraj_Bahu,https://en.wikipedia.org/wiki/Bimal_Roy
3210,A Big Family,Bolshaya Semya,Iosif Kheifits,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/A_Big_Family,https://en.wikipedia.org/wiki/Iosif_Kheifits
3211,Black Dossier,Le Dossier noir,André Cayatte,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Black_Dossier_(film),https://en.wikipedia.org/wiki/Andr%C3%A9_Cayatte
3212,Boot Polish,N/A,Prakash Arora,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Boot_Polish_(film),https://en.wikipedia.org/w/index.php?title=Prakash_Arora&action=edit&redlink=1
3213,Carmen Jones,N/A,Otto Preminger,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Carmen_Jones_(film),https://en.wikipedia.org/wiki/Otto_Preminger
3214,The Crucified Lovers,Chikamatsu Monogatari,Kenji Mizoguchi,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/The_Crucified_Lovers,https://en.wikipedia.org/wiki/Kenji_Mizoguchi
3215,The Country Girl,N/A,George Seaton,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/The_Country_Girl_(1954_film),https://en.wikipedia.org/wiki/George_Seaton
3216,Det brenner i natt!,N/A,Arne Skouen,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Det_brenner_i_natt!,https://en.wikipedia.org/wiki/Arne_Skouen
3217,Dog's Heads,Psohlavci,Martin Frič,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Dog%27s_Heads,https://en.wikipedia.org/wiki/Martin_Fri%C4%8D
3218,East of Eden,N/A,Elia Kazan,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/East_of_Eden_(film),https://en.wikipedia.org/wiki/Elia_Kazan
3219,The End of the Affair,N/A,Edward Dmytryk,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/The_End_of_the_Affair_(1955_film),https://en.wikipedia.org/wiki/Edward_Dmytryk
3220,Un extraño en la escalera,N/A,Tulio Demicheli,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Un_extra%C3%B1o_en_la_escalera,https://en.wikipedia.org/wiki/Tulio_Demicheli
3221,The Gold of Naples,L'oro di Napoli,Vittorio De Sica,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/The_Gold_of_Naples,https://en.wikipedia.org/wiki/Vittorio_De_Sica
3222,Heroes of Shipka,Geroite na Shipka,Sergei Vasilyev,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Heroes_of_Shipka,https://en.wikipedia.org/wiki/Sergei_Vasilyev
3223,Hill 24 Doesn't Answer,Giv'a 24 Eina Ona,Thorold Dickinson,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Hill_24_Doesn%27t_Answer,https://en.wikipedia.org/wiki/Thorold_Dickinson
3224,Jedda,N/A,Charles Chauvel,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Jedda,https://en.wikipedia.org/wiki/Charles_Chauvel_(film_maker)
3225,A Kid for Two Farthings,N/A,Carol Reed,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/A_Kid_for_Two_Farthings_(film),https://en.wikipedia.org/wiki/Carol_Reed
3226,Life or Death,Hayat ou maut,Kamal El Sheikh,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Life_or_Death_(film),https://en.wikipedia.org/wiki/Kamal_El_Sheikh
3227,Liliomfi,N/A,Károly Makk,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Liliomfi,https://en.wikipedia.org/wiki/K%C3%A1roly_Makk
3228,Lost Continent,Continente perduto,"Leonardo Bonzi, Mario Craveri, Enrico Gras, Angelo Francesco Lavagnino, Giorgio Moser",N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Lost_Continent_(1954_film),https://en.wikipedia.org/wiki/Leonardo_Bonzi https://en.wikipedia.org/wiki/Mario_Craveri https://en.wikipedia.org/wiki/Enrico_Gras https://en.wikipedia.org/wiki/Angelo_Francesco_Lavagnino https://en.wikipedia.org/wiki/Giorgio_Moser
3229,Ludwig II: Glanz und Ende eines Königs,N/A,Helmut Käutner,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Ludwig_II:_Glanz_und_Ende_eines_K%C3%B6nigs,https://en.wikipedia.org/wiki/Helmut_K%C3%A4utner
3230,Marty,N/A,Delbert Mann,N/A,1,cannes,1955,https://en.wikipedia.org/wiki/Marty_(film),https://en.wikipedia.org/wiki/Delbert_Mann
3231,The Miracle of Marcelino,Marcelino pan y vino,Ladislao Vajda,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/The_Miracle_of_Marcelino,https://en.wikipedia.org/wiki/Ladislao_Vajda
3232,Die Mücke,N/A,Walter Reisch,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Die_M%C3%BCcke,https://en.wikipedia.org/wiki/Walter_Reisch
3233,Onna no koyomi,N/A,Seiji Hisamatsu,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Onna_no_koyomi,https://en.wikipedia.org/wiki/Seiji_Hisamatsu
3234,Rififi,Du rififi chez les hommes,Jules Dassin,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Rififi,https://en.wikipedia.org/wiki/Jules_Dassin
3235,Romeo and Juliet,Romeo i Dzhulyetta,"Lev Arnshtam, Leonid Lavrovsky",N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1955_film),https://en.wikipedia.org/wiki/Lev_Arnshtam https://en.wikipedia.org/wiki/Leonid_Lavrovsky
3236,Roots,Raíces,Benito Alazraki,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Roots_(film),https://en.wikipedia.org/wiki/Benito_Alazraki
3237,Samba Fantástico,N/A,"Jean Manzon, René Persin",N/A,0,cannes,1955,https://en.wikipedia.org/w/index.php?title=Samba_Fant%C3%A1stico&action=edit&redlink=1,https://en.wikipedia.org/w/index.php?title=Jean_Manzon&action=edit&redlink=1 https://en.wikipedia.org/w/index.php?title=Ren%C3%A9_Persin&action=edit&redlink=1
3238,Senhime,N/A,Keigo Kimura,N/A,0,cannes,1955,https://en.wikipedia.org/w/index.php?title=Senhime_(film)&action=edit&redlink=1,https://en.wikipedia.org/w/index.php?title=Keigo_Kimura&action=edit&redlink=1
3239,The Sign of Venus,Il segno di Venere,Dino Risi,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/The_Sign_of_Venus,https://en.wikipedia.org/wiki/Dino_Risi
3240,Stella,N/A,Michael Cacoyannis,N/A,0,cannes,1955,https://en.wikipedia.org/wiki/Stella_(1955_film),https://en.wikipedia.org/wiki/Michael_Cacoyannis
3241,Afternoon of the Bulls,Tarde de toros,Ladislao Vajda,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Afternoon_of_the_Bulls,https://en.wikipedia.org/wiki/Ladislao_Vajda
3242,Christ in Bronze,Seido no Kirisuto,Minoru Shibuya,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Christ_in_Bronze,https://en.wikipedia.org/wiki/Minoru_Shibuya
3243,Dalibor,N/A,Václav Krška,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Dalibor_(film),https://en.wikipedia.org/wiki/V%C3%A1clav_Kr%C5%A1ka
3244,The Girl in Black,To Koritsi me ta mavra,Michael Cacoyannis,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Girl_in_Black,https://en.wikipedia.org/wiki/Michael_Cacoyannis
3245,Hanka,N/A,Slavko Vorkapić,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Hanka_(film),https://en.wikipedia.org/wiki/Slavko_Vorkapi%C4%87
3246,The Harder They Fall,N/A,Mark Robson,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Harder_They_Fall,https://en.wikipedia.org/wiki/Mark_Robson_(film_director)
3247,The Hidden One,La escondida,Roberto Gavaldón,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Hidden_One,https://en.wikipedia.org/wiki/Roberto_Gavald%C3%B3n
3248,I Live in Fear,Ikimono no kiroku,Akira Kurosawa,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/I_Live_in_Fear,https://en.wikipedia.org/wiki/Akira_Kurosawa
3249,I'll Cry Tomorrow,N/A,Daniel Mann,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/I%27ll_Cry_Tomorrow,https://en.wikipedia.org/wiki/Daniel_Mann
3250,Item One,Tochka parva,Boyan Danovski,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Item_One,https://en.wikipedia.org/w/index.php?title=Boyan_Danovski&action=edit&redlink=1
3251,The Leech,Shabab emraa,Salah Abu Seif,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Leech,https://en.wikipedia.org/wiki/Salah_Abu_Seif
3252,The Man in the Gray Flannel Suit,N/A,Nunnally Johnson,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Man_in_the_Gray_Flannel_Suit,https://en.wikipedia.org/wiki/Nunnally_Johnson
3253,The Man Who Knew Too Much,N/A,Alfred Hitchcock,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Man_Who_Knew_Too_Much_(1956_film),https://en.wikipedia.org/wiki/Alfred_Hitchcock
3254,The Man Who Never Was,N/A,Ronald Neame,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Man_Who_Never_Was,https://en.wikipedia.org/wiki/Ronald_Neame
3255,Marie Antoinette Queen of France,Marie-Antoinette reine de France,Jean Delannoy,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Marie_Antoinette_Queen_of_France,https://en.wikipedia.org/wiki/Jean_Delannoy
3256,Merry-Go-Round' (,)' by Zoltán Fábri,N/A,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Merry-Go-Round_(1956_film),N/A
3257,Mother,Mat,Mark Donskoi,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Mother_(1955_film),https://en.wikipedia.org/wiki/Mark_Donskoi
3258,Mozart,N/A,Karl Hartl,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Mozart_(1955_film),https://en.wikipedia.org/wiki/Karl_Hartl
3259,The Mystery of Picasso,Le mystère Picasso,Henri-Georges Clouzot,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Mystery_of_Picasso,https://en.wikipedia.org/wiki/Henri-Georges_Clouzot
3260,Othello,N/A,Sergei Yutkevich,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Othello_(1956_film),https://en.wikipedia.org/wiki/Sergei_Yutkevich
3261,Pather Panchali,N/A,Satyajit Ray,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Pather_Panchali_(film),https://en.wikipedia.org/wiki/Satyajit_Ray
3262,The Phantom Horse,Maboroshi no uma,Koji Shima,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Phantom_Horse,https://en.wikipedia.org/wiki/Koji_Shima
3263,The Protar Affair,Afacerea Protar,Haralambie Boros,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Protar_Affair,https://en.wikipedia.org/w/index.php?title=Haralambie_Boros&action=edit&redlink=1
3264,The Railroad Man,Il ferroviere,Pietro Germi,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Railroad_Man,https://en.wikipedia.org/wiki/Pietro_Germi
3265,Road to Life,Pedagogicheskaya poema,"Aleksei Maslyukov, Mechislava Mayevskaya",N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Road_to_Life_(1955_film),https://en.wikipedia.org/w/index.php?title=Aleksei_Maslyukov&action=edit&redlink=1 https://en.wikipedia.org/w/index.php?title=Mechislava_Mayevskaya&action=edit&redlink=1
3266,The Roof,Il tetto,Vittorio De Sica,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/The_Roof_(1956_film),https://en.wikipedia.org/wiki/Vittorio_De_Sica
3267,Seagulls Die in the Harbour,Meeuwen sterven in de haven,"Roland Verhavert, Ivo Michiels, Rik Kuypers",N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Seagulls_Die_in_the_Harbour,https://en.wikipedia.org/wiki/Roland_Verhavert https://en.wikipedia.org/wiki/Ivo_Michiels https://en.wikipedia.org/wiki/Rik_Kuypers
3268,Seven Years in Tibet,N/A,Hans Nieter,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Seven_Years_in_Tibet_(1956_film),https://en.wikipedia.org/w/index.php?title=Hans_Nieter&action=edit&redlink=1
3269,Shadow,Cien,Jerzy Kawalerowicz,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Shadow_(1956_film),https://en.wikipedia.org/wiki/Jerzy_Kawalerowicz
3270,Shevagyachya Shenga,N/A,Shantaram Athavale,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Shevagyachya_Shenga,https://en.wikipedia.org/wiki/Shantaram_Athavale
3271,The Silent World,Le Monde du silence,"Jacques-Yves Cousteau, Louis Malle",N/A,1,cannes,1956,https://en.wikipedia.org/wiki/The_Silent_World,https://en.wikipedia.org/wiki/Jacques-Yves_Cousteau https://en.wikipedia.org/wiki/Louis_Malle
3272,Smiles of a Summer Night,Sommarnattens leende,Ingmar Bergman,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Smiles_of_a_Summer_Night,https://en.wikipedia.org/wiki/Ingmar_Bergman
3273,Sob o Céu da Bahia,N/A,Ernesto Remani,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Sob_o_C%C3%A9u_da_Bahia,https://en.wikipedia.org/w/index.php?title=Ernesto_Remani&action=edit&redlink=1
3274,Talpa,N/A,Alfredo B. Crevenna,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Talpa_(film),https://en.wikipedia.org/wiki/Alfredo_B._Crevenna
3275,El Último perro,N/A,Lucas Demare,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/El_%C3%9Altimo_perro,https://en.wikipedia.org/wiki/Lucas_Demare
3276,The Unwilling Doctor,Toubib el affia,Henry Jacques,N/A,0,cannes,1956,https://en.wikipedia.org/w/index.php?title=The_Unwilling_Doctor&action=edit&redlink=1,https://en.wikipedia.org/w/index.php?title=Henry_Jacques&action=edit&redlink=1
3277,Walk Into Paradise,N/A,Lee Robinson,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Walk_Into_Paradise,https://en.wikipedia.org/wiki/Lee_Robinson_(director)
3278,Wild Love,Gli innamorati,Mauro Bolognini,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Wild_Love_(film),https://en.wikipedia.org/wiki/Mauro_Bolognini
3279,Yield to the Night,N/A,J. Lee Thompson,N/A,0,cannes,1956,https://en.wikipedia.org/wiki/Yield_to_the_Night,https://en.wikipedia.org/wiki/J._Lee_Thompson
3280,The Bachelor Party,N/A,Delbert Mann,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/The_Bachelor_Party,https://en.wikipedia.org/wiki/Delbert_Mann
3281,Duped Till Doomsday,Betrogen bis zum jüngsten Tag,Kurt Jung-Alsen,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Duped_Till_Doomsday,https://en.wikipedia.org/wiki/Kurt_Jung-Alsen
3282,He Who Must Die,Celui qui doit mourir,Jules Dassin,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/He_Who_Must_Die,https://en.wikipedia.org/wiki/Jules_Dassin
3283,The House of the Angel,La Casa del ángel,Leopoldo Torre Nilsson,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/The_House_of_the_Angel,https://en.wikipedia.org/wiki/Leopoldo_Torre_Nilsson
3284,Don Quixote,Don Kikhot,Grigori Kozintsev,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Don_Quixote_(1957_film),https://en.wikipedia.org/wiki/Grigori_Kozintsev
3285,Earth,Zemya,Zahari Zhandov,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Earth_(1957_film),https://en.wikipedia.org/wiki/Zahari_Zhandov
3286,Faustina,N/A,José Luis Sáenz de Heredia,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Faustina_(1957_film),https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_S%C3%A1enz_de_Heredia
3287,The Forty-First,Sorok pervyy,Grigori Chukhrai,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/The_Forty-First_(1956_film),https://en.wikipedia.org/wiki/Grigori_Chukhrai
3288,Friendly Persuasion,N/A,William Wyler,N/A,1,cannes,1957,https://en.wikipedia.org/wiki/Friendly_Persuasion_(1956_film),https://en.wikipedia.org/wiki/William_Wyler
3289,Funny Face,N/A,Stanley Donen,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Funny_Face,https://en.wikipedia.org/wiki/Stanley_Donen
3290,Gotoma the Buddha,N/A,Rajbans Khanna,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Gotoma_the_Buddha,https://en.wikipedia.org/w/index.php?title=Rajbans_Khanna&action=edit&redlink=1
3291,Guendalina,N/A,Alberto Lattuada,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Guendalina,https://en.wikipedia.org/wiki/Alberto_Lattuada
3292,The Harvest Month,Elokuu,Matti Kassila,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/The_Harvest_Month,https://en.wikipedia.org/wiki/Matti_Kassila
3293,High Tide at Noon,N/A,Philip Leacock,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/High_Tide_at_Noon,https://en.wikipedia.org/wiki/Philip_Leacock
3294,Kanał,N/A,Andrzej Wajda,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Kana%C5%82_(film),https://en.wikipedia.org/wiki/Andrzej_Wajda
3295,Lapland Calendar,Same Jakki,Per Høst,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Lapland_Calendar,https://en.wikipedia.org/wiki/Per_H%C3%B8st
3296,Lost Children,Ztracenci,Miloš Makovec,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Lost_Children_(1956_film),https://en.wikipedia.org/w/index.php?title=Milo%C5%A1_Makovec&action=edit&redlink=1
3297,A Man Escaped,Un condamné à mort s'est échappé ou Le vent souffle où il veut,Robert Bresson,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/A_Man_Escaped,https://en.wikipedia.org/wiki/Robert_Bresson
3298,The Mill of Good Luck,La 'Moara cu noroc',Victor Iliu,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/The_Mill_of_Good_Luck,https://en.wikipedia.org/wiki/Victor_Iliu
3299,Nights of Cabiria,Le notti di Cabiria,Federico Fellini,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Nights_of_Cabiria,https://en.wikipedia.org/wiki/Federico_Fellini
3300,The Rice People,Kome,Tadashi Imai,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/The_Rice_People,https://en.wikipedia.org/wiki/Tadashi_Imai
3301,Qivitoq,N/A,Erik Balling,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Qivitoq,https://en.wikipedia.org/wiki/Erik_Balling
3302,Rekava,N/A,Lester James Peries,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Rekava,https://en.wikipedia.org/wiki/Lester_James_Peries
3303,Rose Bernd,N/A,Wolfgang Staudte,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Rose_Bernd_(1957_film),https://en.wikipedia.org/wiki/Wolfgang_Staudte
3304,The Seventh Seal,Det sjunde inseglet,Ingmar Bergman,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/The_Seventh_Seal,https://en.wikipedia.org/wiki/Ingmar_Bergman
3305,Shiroi sanmyaku,N/A,Sadao Imamura,N/A,0,cannes,1957,https://en.wikipedia.org/w/index.php?title=Shiroi_sanmyaku&action=edit&redlink=1,https://en.wikipedia.org/w/index.php?title=Sadao_Imamura&action=edit&redlink=1
3306,Sissi - The Young Empress,Sissi - Die junge Kaiserin,Ernst Marischka,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Sissi_-_The_Young_Empress,https://en.wikipedia.org/wiki/Ernst_Marischka
3307,Two Confessions,Két vallomás,Márton Keleti,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Two_Confessions,https://en.wikipedia.org/wiki/M%C3%A1rton_Keleti
3308,Valley of Peace,Dolina miru,France Štiglic,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Valley_of_Peace_(film),https://en.wikipedia.org/wiki/France_%C5%A0tiglic
3309,Whither?,Ila Ayn,Georges Nasser,N/A,0,cannes,1957,https://en.wikipedia.org/w/index.php?title=Whither%3F&action=edit&redlink=1,https://en.wikipedia.org/wiki/Georges_Nasser
3310,Yangtse Incident,N/A,Michael Anderson,N/A,0,cannes,1957,https://en.wikipedia.org/wiki/Yangtse_Incident_(1957_film),https://en.wikipedia.org/wiki/Michael_Anderson_(director)
3311,Brink of Life,Nära livet,Ingmar Bergman,N/A,0,cannes,1958,https://en.wikipedia.org/wiki/Brink_of_Life,https://en.wikipedia.org/wiki/Ingmar_Bergman
3312,The Brothers Karamazov,N/A,Richard Brooks,N/A,0,cannes,1958,https://en.wikipedia.org/wiki/The_Brothers_Karamazov_(1958_film),https://en.wikipedia.org/wiki/Richard_Brooks
3313,La Caleta olvidada,N/A,Bruno Gebel,N/A,0,cannes,1958,https://en.wikipedia.org/wiki/La_Caleta_olvidada,https://en.wikipedia.org/w/index.php?title=Bruno_Gebel&action=edit&redlink=1
3314,Ciulinii Bărăganului,N/A,Louis Daquin,N/A,0,cannes,1958,https://en.wikipedia.org/wiki/Ciulinii_B%C4%83r%C4%83ganului,https://en.wikipedia.org/wiki/Louis_Daquin
3315,The Cranes are Flying,Letyat zhuravli,Mikhail Kalatozov,N/A,1,cannes,1958,https://en.wikipedia.org/wiki/The_Cranes_are_Flying,https://en.wikipedia.org/wiki/Mikhail_Kalatozov
3316,Desire Under the Elms,N/A,Delbert Mann,N/A,0,cannes,1958,https://en.wikipedia.org/wiki/Desire_Under_the_Elms_(film),https://en.wikipedia.org/wiki/Delbert_Mann
3317,The Flute and the Arrow,En Djungelsaga,Arne Sucksdorff,N/A,0,cannes,1958,https://en.wikipedia.org/wiki/The_Flute_and_the_Arrow,https://en.wikipedia.org/wiki/Arne_Sucksdorff
3318,Girl and the River,L'eau vive,François Villiers,N/A,0,cannes,1958,https://en.wikipedia.org/wiki/Girl_and_the_River,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Villiers
3319,Goha,N/A,Jacques Baratier,N/A,0,cannes,1958,https://en.wikipedia.org/wiki/Goha,https://en.wikipedia.org/wiki/Jacques_Baratier
3320,Iron Flower,Vasvirág,János Herskó,N/A,0,cannes,1958,https://en.wikipedia.org/wiki/Iron_Flower,https://en.wikipedia.org/wiki/J%C3%A1nos_Hersk%C3%B3
3321,Journey Beyond Three Seas,Pardesi,"Khwaja Ahmad Abbas, Vasili Pronin",N/A,0,cannes,1958,https://en.wikipedia.org/wiki/Journey_Beyond_Three_Seas,https://en.wikipedia.org/wiki/Khwaja_Ahmad_Abbas https://en.wikipedia.org/wiki/Vasili_Pronin
3322,"The Long, Hot Summer",N/A,Martin Ritt,N/A,0,cannes,1958,"https://en.wikipedia.org/wiki/The_Long,_Hot_Summer",https://en.wikipedia.org/wiki/Martin_Ritt
